SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
02001404,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,6,7,,,,6.4,7.75,2023
02001405,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,6.5,6.25,,,,7.8,8.5,2023
02001406,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,7.75,,6.25,7,,2023
02001407,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,4.5,5.75,,,,4.8,7.5,2023
02001408,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.25,,,6,,5.75,8.2,,2023
02001409,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,6.25,,5.5,8,,2023
02001410,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,6.25,3.75,,,,5.2,8.25,2023
02001411,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6.5,5.5,,,,6.2,9.25,2023
02001412,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,,,3.5,,4.25,4,,2023
02001413,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,5.75,5.75,,,,7.2,8.75,2023
02001414,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,7,,,4.25,,7,8.6,,2023
02001415,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.25,,6.25,8.2,,2023
02001417,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,8.25,7,,,,7.2,8.25,2023
02001418,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,6.75,,7.5,8.6,,2023
02001419,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.25,4.25,3.5,,,,3.6,8,2023
02001420,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,5.75,5,,,,4,7.25,2023
02001421,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,7.5,5.5,5.75,,,,5,8.75,2023
02001422,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,,,5.25,,7.25,6.4,,2023
02001423,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7,,6.25,5.6,,2023
02001424,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,4.5,,5.5,8.4,,2023
02001425,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,4.25,4.25,,,,4.8,7.75,2023
02001426,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,5.25,4.5,,,,6.2,7.5,2023
02001427,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8,,,5.25,,6,3.4,,2023
02001428,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,7.5,5.5,,,,7.4,9,2023
02001429,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,6.5,5.5,,,,6,8.25,2023
02001430,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.5,5.75,6.25,,,,7.2,9,2023
02001431,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,5.5,,7,4.4,,2023
02001432,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.75,,,5,,7.75,8.2,,2023
02001433,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,6.25,,8,9,,2023
02001434,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,7,6,,,,8.6,8.75,2023
02001435,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,4.75,5.5,,,,4.8,8.5,2023
02001436,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.25,,,3.75,,7.25,6.8,,2023
02001437,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.75,6,,,,9.4,8.75,2023
02001438,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6.5,7,,,,6.8,9.5,2023
02001439,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,,,6.5,,4.75,7.4,,2023
02001440,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,4,6.75,,,,7.8,8,2023
02001441,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,4.5,5.5,,,,4.6,8.5,2023
02001442,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,5.25,5,,,,6.8,8.75,2023
02001443,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.75,,7,5.6,,2023
02001444,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,4.25,6.5,,,,6.6,9,2023
02001445,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,7.75,7,,,,5.8,8.5,2023
02001446,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,6.25,6.5,,,,7.2,8.5,2023
02001447,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,5.75,6.75,,,,8.4,9.75,2023
02001448,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,,,5.75,,5,3,,2023
02001449,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,7.5,5.75,,,,6.8,9.25,2023
02001450,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5,,,5.25,,3.75,4.2,,2023
02001451,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,3.75,6.25,,,,4.2,6.5,2023
02001452,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,6.5,,6,7.8,,2023
02001453,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,8.5,,7,8.6,,2023
02001454,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,6,5.75,,,,3.8,8.75,2023
02001455,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,7,5.75,,,,6.4,8.5,2023
02001456,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,8,,,7.75,,6.75,6.4,,2023
02001457,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,3.25,,,4.5,,3.5,4.2,,2023
02001458,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,6,,7,3.8,,2023
02001459,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,5.75,,5.5,6.2,,2023
02001460,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,4.75,,4.5,5.8,,2023
02001461,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.25,,,5.75,,6.5,6,,2023
02001462,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6,,7.25,7.6,,2023
02001463,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.25,4.25,5.5,,,,5.6,9.25,2023
02001464,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,3.25,,8.25,5.8,,2023
02001465,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,4,4.5,,,,5.6,8.75,2023
02001466,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,7.25,6.25,,,,8.4,9.25,2023
02001467,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.75,,6.75,6.6,,2023
02001468,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5.75,,7,8,,2023
02001469,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,6.75,5,,,,8,9.25,2023
02001470,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.5,,,8.75,,7,7.4,,2023
02001471,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,4.25,3.5,3.5,,,,4.6,6.25,2023
02001472,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,7,4.5,4.5,,,,4.6,7.5,2023
02001473,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5,,,3,,7.25,6.8,,2023
02001474,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,5.5,6,,,,5.4,9.5,2023
02001475,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,7,4.5,,,,4,8.25,2023
02001476,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,8.25,7,,,,9.6,10,2023
02001477,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,5,,5.5,8,,2023
02001478,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,7,6,,,,4.6,8.75,2023
02001479,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5,4,5,,,,2.2,4.25,2023
02001480,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,6.5,,5.75,7.8,,2023
02001481,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,6.5,6,,,,9,8.25,2023
02001482,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5.25,,6.75,4.6,,2023
02001483,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,5.5,5.5,,,,5.8,9,2023
02001484,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7,3.25,5,,,,8.4,5.75,2023
02001485,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,4.75,3.75,4,,,,3.2,7.5,2023
02001486,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,5.25,,6,5.2,,2023
02001487,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6,4.5,4.25,,,,4.8,5.25,2023
02001488,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7.5,,5.75,9,,2023
02001489,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,5,5.25,,,,7.4,8.5,2023
02001490,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,7.25,7.25,,,,7,9.25,2023
02001491,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5,3.5,5.5,,,,2.8,8.5,2023
02001492,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,7.5,,5.25,7,,2023
02001493,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,6.25,,7.25,7.2,,2023
02001494,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,6,6.25,,,,5,9.5,2023
02001495,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7,,6.25,6,,2023
02001496,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,5.75,5.75,,,,4.2,7.75,2023
02001497,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,,,6.75,,5.75,5.4,,2023
02001498,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,7,,6.25,6.2,,2023
02001499,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.75,,4.5,6.4,,2023
02001500,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5,4.25,5.25,,,,5,6.75,2023
02001501,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,5,4,,,,5,8.25,2023
02001502,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.75,5.5,4.75,,,,5.2,6.25,2023
02001503,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,7.25,,7,7.8,,2023
02001504,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,6.5,,6.25,7.6,,2023
02001505,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,4.75,5.75,,,,4.6,8,2023
02001506,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,6,,6,6.4,,2023
02001507,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,6.25,,6.75,5.2,,2023
02001508,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.5,,5.75,8.2,,2023
02001509,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,,,7.75,,8,7.6,,2023
02001510,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,8.25,,6.5,8.2,,2023
02001511,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,,,3.75,,5.5,6.2,,2023
02001512,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,,,4.25,,4.25,3.4,,2023
02001513,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8.5,,,5.25,,6.5,7.2,,2023
02001514,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,7,,7.25,5.6,,2023
02001515,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,,,3.75,,5.5,7,,2023
02001516,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,5,,7.5,7.2,,2023
02001517,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,5.5,,5,7.4,,2023
02001518,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,,,4.5,,5.5,4.2,,2023
02001519,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,,,6.25,,6.5,8.8,,2023
02001520,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,,,2.25,,4,4.4,,2023
02001521,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,2.75,,8.75,7.2,,2023
02001522,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,3.75,6.25,,,,6.4,8.25,2023
02001523,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,6.75,6,,,,7.6,8.75,2023
02001524,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.75,8,7.5,,,,8.8,8.25,2023
02001525,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.75,7.25,6.25,,,,7.2,6.75,2023
02001526,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,6,2.5,3.75,,,,3.8,5.75,2023
02001527,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7,5.25,3.25,,,,4,6.75,2023
02001528,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,5.75,4.75,,,,9,8.5,2023
02001529,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.25,9.25,6.5,,,,8,9.25,2023
02001530,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,6.75,6,,,,8,9,2023
02001531,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,4.75,4.5,,,,4.4,8.5,2023
02001532,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,5.5,5.25,,,,6.8,10,2023
02001533,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8.25,8,7.25,,,,5.2,9.25,2023
02001534,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.75,7,6.75,,,,5.2,8.75,2023
02001535,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,5.75,5.75,,,,7.6,8.5,2023
02001536,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,5.5,4.25,,,,9,8.5,2023
02001537,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,4.75,5.75,,,,6.6,9.25,2023
02001538,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,7,6.75,,,,8.8,10,2023
02001539,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,4,6.5,,,,4.6,8,2023
02001540,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.75,6,5.5,,,,6.2,8,2023
02001541,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.75,3.75,4.5,,,,6,6.5,2023
02001542,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,5.25,6.5,,,,5.8,7.75,2023
02001543,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,5.75,,6.5,7,,2023
02001544,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,3.5,,,6.5,,8.5,6.6,,2023
02001545,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,3.75,,5.5,4.6,,2023
02001546,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6,,,4.75,,6,8,,2023
02001547,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,3.75,4,,,,5.6,8,2023
02001548,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,5.75,6.25,,,,8.6,8.5,2023
02001549,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.75,,5.25,3.4,,2023
02001550,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7,4.5,5.5,,,,7,8,2023
02001551,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,4,,5.25,6.4,,2023
02001552,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,6.5,7.5,,,,9.2,9,2023
02001553,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,4.5,4.25,,,,6.2,8.25,2023
02001554,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,6.75,4.75,,,,7.4,8.5,2023
02001555,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.5,,,5.5,,6.75,6.6,,2023
02001556,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,5.75,,6.75,6,,2023
02001557,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,5.75,6,,,,8.6,8.25,2023
02001558,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,6.5,6,,,,4.2,8.75,2023
02001559,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8,6.75,5,,,,8.2,8,2023
02001560,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,8,4.5,4.25,,,,4,8.25,2023
02001561,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,6,4.5,,,,6.6,7.75,2023
02001562,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,4.5,,6.25,6,,2023
02001563,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,5.75,5.75,,,,8.6,8,2023
02001564,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,3.75,4.5,,,,4.8,8,2023
02001565,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,5.75,5.75,,,,5.6,8,2023
02001566,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,4.25,,,5.75,,5.25,6,,2023
02001567,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.25,,6.75,6.6,,2023
02001568,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,4,5.75,,,,4.2,8.5,2023
02001569,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,7.75,6.75,,,,3.8,8.75,2023
02001570,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,4.5,,6.5,8.8,,2023
02001571,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,6.75,7,,,,7,9.5,2023
02001572,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,6.75,5.5,,,,7.2,7,2023
02001573,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,8.25,,8,7.6,,2023
02001574,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,8.5,7,,,,6.2,8.25,2023
02001575,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,,,4.25,,5.25,6.8,,2023
02001576,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.25,4.5,4.5,,,,3.2,7.5,2023
02001577,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,7,,6.5,8.8,,2023
02001578,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,5.25,3.75,,,,5,8.5,2023
02001579,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,5.5,,5.5,8.2,,2023
02001580,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,6.75,6.75,,,,7,9.5,2023
02001581,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,5.75,5.25,,,,4.2,9,2023
02001582,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.25,,6.5,5.4,,2023
02001583,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.25,,,5.5,,6.25,7,,2023
02001584,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,5.75,4.5,,,,5,9.25,2023
02001585,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6.25,6,,,,8.2,9.5,2023
02001586,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,8.75,6.25,,,,8.4,9,2023
02001587,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,7,8.5,,,,7.6,9.25,2023
02001588,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,6.5,,7.5,8.2,,2023
02001589,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,3.25,5,,,,8.2,8,2023
02001590,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.75,,6.25,5.6,,2023
02001591,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.75,,8.25,8.8,,2023
02001592,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7,,,6.75,,5,6,,2023
02001593,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.75,,5.5,5,,2023
02001594,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,,,6.25,,4,5,,2023
02001595,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,5.75,,5.5,9.2,,2023
02001596,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,5.5,5.75,,,,6.6,7,2023
02001597,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7,5.5,5.25,,,,7.6,7.75,2023
02001598,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,6,6.5,,,,5.8,8.5,2023
02001599,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,6.75,7.25,,,,6.4,9.5,2023
02001600,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6,5.25,,,,4.2,9.75,2023
02001601,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,5.25,,,5,,5,3.2,,2023
02001602,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,5.5,,5.25,5.6,,2023
02001603,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,6.5,,6,5.6,,2023
02001604,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,3.25,,,7,,5.25,4.4,,2023
02001605,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,,,7,,4.5,6.4,,2023
02001606,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,6.75,,6.5,9,,2023
02001607,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,5.5,5.25,,,,6.4,8.5,2023
02001608,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.25,,,7.25,,5.5,6.6,,2023
02001609,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,2.75,5.75,,,,7,7.75,2023
02001610,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,4.5,,6.5,4,,2023
02001611,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7.25,,6.75,7.8,,2023
02001612,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.75,5.5,5.25,,,,5.8,7.5,2023
02001613,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.5,8.5,7,,,,9,9.25,2023
02001614,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,6.25,6.5,,,,5.8,9.75,2023
02001615,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6,,5.5,5.2,,2023
02001616,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.25,,,5,,4.5,4.2,,2023
02001617,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.25,5.25,5.5,,,,5,6.25,2023
02001618,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,5.75,4.75,,,,4.8,7.5,2023
02001619,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,4.75,5.75,,,,5.4,7.75,2023
02001620,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,6.25,6.25,,,,8.2,9.25,2023
02001621,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,5.25,,4.5,6,,2023
02001622,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,5.75,5,,,,5.4,8.5,2023
02001623,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,4.5,6.25,,,,8,8.25,2023
02001624,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,7.75,6.75,,,,9.2,9.25,2023
02001625,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,4,6,5.25,,,,3.8,8.5,2023
02001626,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,3.5,,7.75,5.8,,2023
02001627,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,5.5,5,,,,8.6,8.5,2023
02001628,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,5,,6.5,6.6,,2023
02001629,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.5,,,6,,5.75,8.2,,2023
02001630,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,5.5,6.75,,,,7.2,7.75,2023
02001631,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,,,5,,5,6.6,,2023
02001632,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,5.5,,6.25,4.8,,2023
02001633,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,7,6.25,,,,8.2,8.5,2023
02001634,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,5.75,7.25,,,,7.6,8.25,2023
02001635,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.75,,,4.25,,5.25,3.4,,2023
02001636,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7,5.25,5.25,,,,4.2,8,2023
02001637,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,7.5,7.75,,,,8.4,9.25,2023
02001638,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,5.75,,4.75,4.6,,2023
02001639,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,5.75,6.5,,,,8.8,9.5,2023
02001640,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,4,,5.5,8,,2023
02001641,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,7,6.25,,,,7.8,9,2023
02001642,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.25,3.5,3.25,,,,4.4,7.25,2023
02001643,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,5.5,5,,,,7.6,9.5,2023
02001644,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,5,6,,,,8.8,8,2023
02001645,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,5,5.25,,,,7,8.25,2023
02001646,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.75,,6.75,8.8,,2023
02001647,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6,4.5,4.5,,,,6.2,7.25,2023
