SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02018717,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.25,,,6,5,5.75,6.8,,2023
02018718,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5,,,3.25,7.25,6,7.8,,2023
02018719,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,6.5,8.25,7.25,6.2,,2023
02018720,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,,,3.5,6.5,4.25,3.2,,2023
02018721,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,5.25,6,5.25,4.6,,2023
02018722,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,4.25,5.25,5,5.2,,2023
02018723,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,7.25,5,6,8.6,,2023
02018724,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7,,,4.25,3.75,3.75,2.6,,2023
02018725,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,6.5,6,4.75,3.4,,2023
02018726,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,6,5.75,7,8.8,,2023
02018727,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,5.75,6.75,5.5,6,,2023
02018728,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,6.25,6.5,7.75,7.4,,2023
02018729,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,,,7.25,6,6.75,5.8,,2023
02018730,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,4,7,4.25,6,,2023
02018731,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,6,6.5,8,7.4,,2023
02018732,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6,5.75,7,6.8,,2023
02018733,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,4.5,3.5,4.75,7.2,,2023
02018734,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,5.25,6,5.25,4.2,,2023
02018735,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,,,3.75,7.25,5.5,2.4,,2023
02018736,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.25,5.75,6.25,5.2,,2023
02018737,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,4.5,4.5,7.5,6,,2023
02018738,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,4.75,3.25,4.75,5.4,,2023
02018739,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,,,4.25,8.5,5.5,3,,2023
02018740,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,5.75,6.5,7.25,8,,2023
02018741,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7.25,6.5,7.75,7,,2023
02018742,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,6.5,6,5,5,,2023
02018743,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.75,6,6.25,8.8,,2023
02018744,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,,,6,6.75,6.25,4.8,,2023
02018745,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,8,6,6.25,7.8,,2023
02018746,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,,,7.25,4.5,6.5,6.4,,2023
02018747,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,,,7,5,6.25,6.2,,2023
02018748,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5,7.25,5.75,7.4,,2023
02018749,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,4.75,5.5,5.75,4.6,,2023
02018750,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,7,5.25,7,3.8,,2023
02018751,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.25,5.25,6.5,3.8,,2023
02018752,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,6.25,7.75,7,3,,2023
02018753,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,8,7.5,6,6,,2023
02018754,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,6.25,7,7,6.2,,2023
02018755,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5.75,6.5,8,8.4,,2023
02018756,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6.5,6.25,7.25,7,,2023
02018757,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,6.5,4.5,7.25,7.6,,2023
02018758,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7,8,6.75,5.8,,2023
02018759,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,6,4.75,6.25,6.6,,2023
02018760,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,8.25,8.5,7.75,5.8,,2023
02018761,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.25,7,5.25,,,,8.2,9.25,2023
02018762,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,7.5,7,,,,9,10,2023
02018763,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,5.75,8,7,8.8,,2023
02018764,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8,7.75,7.5,5.4,,2023
02018765,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,7.75,5.5,,,,6.8,10,2023
02018766,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,7.5,4.75,5.25,,,,4.2,7.75,2023
02018767,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,6.5,6.75,7.25,4.8,,2023
02018768,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,4.25,6.5,7.25,6.6,,2023
02018769,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,4.75,7.25,5,6.2,,2023
02018770,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,7,6.25,,,,6.4,9.75,2023
02018771,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.25,,,6,5.25,5,4.8,,2023
02018772,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7,7,7.75,6,,2023
02018773,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,6.25,6.25,,,,6.8,9.5,2023
02018774,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,6.25,4.25,,,,4,9,2023
02018775,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,5,7.25,5.5,7.8,,2023
02018776,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,,,5.75,7.25,4.5,3.8,,2023
02018777,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,,,3.25,5.75,4.5,4.4,,2023
02018778,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,6.25,4.75,,,,7,9,2023
02018779,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,5.75,4.5,,,,7.2,8.5,2023
02018780,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.25,6.25,6.25,,,,7,9,2023
02018781,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,,,7,8.75,7,5.2,,2023
02018782,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,7,4.5,8,7.8,,2023
02018783,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,5.25,6.5,5.5,8.4,,2023
02018784,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,6.25,6.5,,,,7.8,8.75,2023
02018785,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6.25,6.5,7,,,2023
02018786,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8,6,5.25,,,,,9,2023
02018787,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.5,6.5,7,,,,,9.75,2023
02018788,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,5,4.75,4,3.2,,2023
02018789,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,5.25,7.75,7.25,9,,2023
02018790,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,8.25,8.25,4.75,3,,2023
02018791,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.25,,,7.25,7.75,5.75,9.4,,2023
02018792,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.75,,,4.5,8,7.75,6.4,,2023
02018793,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7.25,7.5,6.25,8.6,,2023
02018794,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,6.5,7,5,6.6,,2023
02018795,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.25,,,7,8.5,9.25,8.4,,2023
02018796,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.75,7,6.5,,,,7.8,9,2023
02018797,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,7.5,6.5,7.75,7.6,,2023
02018798,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,7.75,7.75,6.25,8,,2023
02018799,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,6.25,6.75,7.25,8.6,,2023
02018800,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8,6.25,6,,,,7.6,8.5,2023
02018801,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.5,7.25,7,,,2023
02018802,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8,,,4.75,7.25,4.75,8,,2023
02018803,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,5.75,4,5.25,8.4,,2023
02018804,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,7.75,,,5,6.5,4,7.4,,2023
02018805,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.75,7.25,7.25,7,,2023
02018806,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,8,7.75,,,,8.2,9.75,2023
02018807,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,5.75,6.75,,,,,8.5,2023
02018808,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,5.75,5.75,5,8.8,,2023
02018809,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,4.5,4.5,4,7.4,,2023
02018810,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,8.5,8.75,5,6.2,,2023
02018811,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,4.5,7.75,7.25,6.4,,2023
02018812,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,6,6.5,,,,,8.75,2023
02018813,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.5,8,7.25,,,,,9.5,2023
02018814,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,7.25,7,6.75,9,,2023
02018815,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,8.25,6.25,3.25,5.4,,2023
02018816,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,4.75,6.75,5.75,8,,2023
02018817,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,6,7.75,5.5,8.4,,2023
02018818,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,6,5.75,7.5,7.2,,2023
02018819,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,5.75,6,,,,,9.25,2023
02018820,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,5.75,5.5,6.5,7.2,,2023
02018821,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,8,8,,,,,9.75,2023
02018822,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,4.75,6.75,6,8.2,,2023
02018823,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5,,,4,4.25,4,7.2,,2023
02018824,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,6.5,7,6.75,,,2023
02018825,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.5,7.75,8.75,7.6,,2023
02018826,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,5.75,7.25,,,,,9.75,2023
02018827,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,8.25,7,,,,9.2,9.75,2023
02018828,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,,,5.75,8,7.25,8.8,,2023
02018829,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,8,5.75,,,,8.6,8.5,2023
02018830,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,5.25,8,8.25,5.4,,2023
02018831,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,3.25,5.25,3.75,,,2023
02018832,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,7,5,5.75,,,,,9.25,2023
02018833,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.5,5.25,6.5,,,,6.8,8,2023
02018834,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,6.25,6.75,6.5,7.2,,2023
02018835,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,6.5,6,7.75,8.8,,2023
02018836,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.5,8.5,9,6,,2023
02018837,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5,,,4.75,7.25,4.5,7.4,,2023
02018838,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.25,6,4.25,,,,,8,2023
02018839,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,5,6.5,,,,9,8.75,2023
02018840,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,8.75,8.75,7.5,8.6,,2023
02018841,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,,,7.5,7.75,5.25,4,,2023
02018842,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.25,7,,,,8.6,8.25,2023
02018843,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,7.5,7,,,,8.8,9.25,2023
02018844,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,,,5.25,5.75,5.5,7,,2023
02018845,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,7.5,6.5,,,,8.8,9.25,2023
02018846,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,5.75,6,5,,,2023
02018847,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6,5,6.25,7.2,,2023
02018848,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,,,7.25,8.25,5.75,9.6,,2023
02018849,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,5,6.5,5.75,6.6,,2023
02018850,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.75,6.25,5.75,,,,6.6,8.5,2023
02018851,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,3.75,5.5,7.75,9,,2023
02018852,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,6.25,6.5,,,,8.6,9.25,2023
02018853,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,8.25,6.5,,,,,10,2023
02018854,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6.5,9.25,8.75,,,2023
02018855,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,4.5,6.75,6.25,8.2,,2023
02018856,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,6.75,6,,,,8,9.5,2023
02018857,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,5.75,5.25,,,,,6.75,2023
02018858,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,7.75,7,5.25,7.4,,2023
02018859,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,6,5.5,,,,,9.5,2023
02018860,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,,,6.5,6.75,7.75,7.4,,2023
02018861,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,4.5,4,,,,7.8,8.5,2023
02018862,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5,4.75,6.25,8.2,,2023
02018863,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,,,6.75,6.75,5.75,6.2,,2023
02018864,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,7.5,6,5.25,8,,2023
02018865,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.4,6.25,4.5,5,,,,,6.75,2023
02018866,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7,7.75,7.5,7.8,,2023
02018867,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,7,6.5,5.5,,,,6.2,9,2023
02018868,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,4,,,4.75,5.25,5.75,7.6,,2023
02018869,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.25,6.5,5.25,,,,8.2,8.75,2023
02018870,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,7.25,7.75,4.75,8,,2023
02018871,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7.25,5.5,6,9.2,,2023
02018872,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,4.75,8.75,7.25,8.4,,2023
02018873,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.25,5.75,4.75,,,,,7.75,2023
02018874,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,6.25,5,6.25,,,,,8.5,2023
02018875,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,6.25,7.5,7.75,8,,2023
02018876,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,7.75,8.5,6.25,6.4,,2023
02018877,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,7.75,7,,,,8.6,9.5,2023
02018878,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,5.75,8.75,5,7.2,,2023
02018879,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.5,,,5.5,7.25,6,6,,2023
02018880,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,7.25,7.25,6.75,9.2,,2023
02018881,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4,,,6.5,6.75,4,9.2,,2023
02018882,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,6,5.5,,,,,8.75,2023
02018883,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.5,,,8,8.5,7.25,,,2023
02018884,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7.5,6.5,5.25,8.4,,2023
02018885,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,4,5.75,6.75,,,2023
02018886,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,7,8.25,7.25,9,,2023
02018887,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,6,6.75,5.5,5.6,,2023
02018888,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,3.75,,,8.25,6.25,6,8.8,,2023
02018889,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8.25,9,6.25,,,,9.2,8.5,2023
02018890,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,4.5,6.5,4.25,6.6,,2023
02018891,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,7,7.25,6.5,8.6,,2023
02018892,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,5,7.75,6.25,8.4,,2023
02018893,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.75,6.25,4.5,6.8,,2023
02018894,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,8.5,8.5,5.5,7.6,,2023
02018895,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,9,7,,,,,8.25,2023
02018896,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.25,5.25,6,,,,7.8,7.5,2023
02018897,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.25,7.5,7.75,,,,9.4,9.75,2023
02018898,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,4.25,5.25,,,,4,8.25,2023
02018899,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,5.75,7,5,8,,2023
02018900,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7.75,7,7,9.6,,2023
02018901,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,4.25,4.5,4.5,,,,,6.5,2023
02018902,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5,4.75,5.5,8.6,,2023
02018903,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,7.75,8,7.25,,,2023
02018904,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.75,,,6,4.75,6,5,,2023
02018905,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,4.5,7,6.25,7.8,,2023
02018906,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,4.75,,,4,7.75,4.25,8.4,,2023
02018907,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,6,6.5,,,,,7.5,2023
02018908,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6,6.75,5.5,9,,2023
02018909,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,6.5,6.75,6.5,8,,2023
02018910,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,3.5,8.25,6.75,6.6,,2023
02018911,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,6.75,6.25,,,,,9.25,2023
02018912,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,6.25,7,7,8.2,,2023
02018913,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.5,,,6.75,4.25,5.25,6.8,,2023
02018914,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.5,5.25,6.5,9,,2023
02018915,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,7,6,6,9.4,,2023
02018916,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,,,6.25,8,3.25,6,,2023
02018917,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,,,5.75,6.5,5.25,5.8,,2023
02018918,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.25,5.75,5.5,,,,8.4,8.5,2023
02018919,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,7.75,6.75,7.75,7.8,,2023
02018920,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.75,8,6,9,,2023
02018921,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,6.25,5.5,,,,8.4,9,2023
02018922,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.5,4.5,6.25,5,,2023
02018923,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,7.5,6,6.5,9.4,,2023
02018924,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,7.25,4,4.75,7.8,,2023
02018925,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,,,6.75,6.25,4.5,6.8,,2023
02018926,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7,5.25,5.75,8.4,,2023
02018927,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,5.25,4.75,5.75,7.4,,2023
02018928,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.75,8.5,7.25,7.2,,2023
02018929,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.4,6,5.25,6.75,,,,8.4,7.75,2023
02018930,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,4.25,8.5,6.5,7.6,,2023
02018931,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,3.25,,,3.25,4,5.25,,,2023
02018932,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,4.25,,,4,7.25,5.25,7.2,,2023
02018933,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,5,5.75,,,,7.4,8.5,2023
02018934,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,6.25,7,6,8.6,,2023
02018935,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,8,8.25,6.5,8.6,,2023
02018936,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,6.5,5.5,5,7.6,,2023
02018937,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,4.25,5,5.5,,,,,7.5,2023
02018938,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,8.5,6.25,,,,,9.5,2023
02018939,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,7.5,7.75,7.25,7,,2023
02018940,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,8.25,7.25,,,,8.6,9.25,2023
02018941,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.5,,,6.25,7.5,6,8.6,,2023
02018942,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,4.75,6.25,6.25,6.6,,2023
02018943,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.25,,,9,8,4.25,8.6,,2023
02018944,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7,7,6.75,9,,2023
02018945,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.75,8,7.25,8.4,,2023
02018946,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.25,7.5,5.5,5.8,,2023
02018947,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,8,7,3.75,6.4,,2023
02018948,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,5.75,5.25,,,,5.6,9,2023
02018949,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6.5,5.75,7,8.2,,2023
02018950,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6.5,6.75,5.75,8.2,,2023
02018951,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,5.5,5.5,,,,4,9,2023
02018952,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.25,6.5,4.75,5.8,,2023
02018953,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,,,5.5,5.75,5,7,,2023
02018954,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,8.5,8.5,3.5,4.2,,2023
02018955,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,8.75,4.75,5,8.6,,2023
02018956,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,4.75,6.5,7,9.8,,2023
02018957,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,7,7,5.5,7.4,,2023
